time,trend,volume
2017-04-10 15:34:50,Enem,48659
2017-04-10 15:34:50,#FelizLunes,39631
2017-04-10 15:34:50,United,397274
2017-04-10 15:34:50,#BBMAs,104836
2017-04-10 15:34:50,Tony Adams,12581
2017-04-10 15:34:50,Ricardo Lagos,12234
2017-04-10 15:34:50,Grassi,11515
2017-04-10 15:34:50,Justice Gorsuch,
2017-04-10 15:34:50,Happy Passover,
2017-04-10 15:34:50,R$82,00,
2017-04-10 15:34:50,Sheherazade,
2017-04-10 15:34:50,Emiliano Zapata,
2017-04-10 15:34:50,#mondaymotivation,103344
2017-04-10 15:34:50,#PascoaLuanCacauShowDia10,14771
2017-04-10 15:34:50,#10Abr,47568
2017-04-10 15:34:50,#EmilhaoNoInstagram,18664
2017-04-10 15:34:50,#KXIPvRCB,
2017-04-10 15:34:50,#Sense8,
2017-04-10 15:34:50,#EnVacacionesNadie,
2017-04-10 15:34:50,#KulbhushanJadhav,10912
2017-04-10 15:34:50,#CiteCommeMacron,
2017-04-10 15:34:50,#SometimesILieAwake,
2017-04-10 15:34:50,#ConflictoDocente,
2017-04-10 15:34:50,#BunnySchmovies,
2017-04-10 15:34:50,#DTBYPagIwas,255595
2017-04-10 15:34:50,#Consip,
2017-04-10 15:34:50,#SegundaDetremuraSDV,10046
2017-04-10 15:34:50,#NoisQueriaEraTa,
2017-04-10 15:34:50,#HoyTodoMenos,
2017-04-10 15:34:50,#DefensemBCN,
2017-04-10 15:34:50,#UKCoffeeWeek,
2017-04-10 15:44:57,#ThorRagnarok,131756
2017-04-10 15:44:57,#NationalSiblingsDay,27699
2017-04-10 15:44:57,Enem,53405
2017-04-10 15:44:57,#FelizLunes,40660
2017-04-10 15:44:57,United,420814
2017-04-10 15:44:57,#BBMAs,111596
2017-04-10 15:44:57,Tony Adams,12995
2017-04-10 15:44:57,Ricardo Lagos,12498
2017-04-10 15:44:57,Grassi,11805
2017-04-10 15:44:57,Justice Gorsuch,
2017-04-10 15:44:57,R$82,00,10013
2017-04-10 15:44:57,Happy Passover,
2017-04-10 15:44:57,Emiliano Zapata,
2017-04-10 15:44:57,Sheherazade,
2017-04-10 15:44:57,#mondaymotivation,105400
2017-04-10 15:44:57,#PascoaLuanCacauShowDia10,16879
2017-04-10 15:44:57,#10Abr,50658
2017-04-10 15:44:57,#EmilhaoNoInstagram,20589
2017-04-10 15:44:57,#KXIPvRCB,10691
2017-04-10 15:44:57,#Sense8,
2017-04-10 15:44:57,#EnVacacionesNadie,
2017-04-10 15:44:57,#ConflictoDocente,
2017-04-10 15:44:57,#CiteCommeMacron,
2017-04-10 15:44:57,#KulbhushanJadhav,11396
2017-04-10 15:44:57,#SometimesILieAwake,
2017-04-10 15:44:57,#BunnySchmovies,
2017-04-10 15:44:57,#Consip,
2017-04-10 15:44:57,#DTBYPagIwas,257705
2017-04-10 15:44:57,#zeronosyo,
2017-04-10 15:44:57,#2020dontbelate,
2017-04-10 15:44:57,#HoyTodoMenos,
2017-04-10 15:44:57,#RealTalkWithAnele,
2017-04-10 15:44:57,#SegundaDetremuraSDV,10190
2017-04-10 15:44:57,#NoisQueriaEraTa,
2017-04-10 15:54:52,#ThorRagnarok,137680
2017-04-10 15:54:52,#NationalSiblingsDay,29867
2017-04-10 15:54:52,Enem,57642
2017-04-10 15:54:52,United,446417
2017-04-10 15:54:52,#FelizLunes,41508
2017-04-10 15:54:52,#BBMAs,117999
2017-04-10 15:54:52,Tony Adams,13384
2017-04-10 15:54:52,Ricardo Lagos,12794
2017-04-10 15:54:52,Grassi,12042
2017-04-10 15:54:52,R$82,00,10885
2017-04-10 15:54:52,Justice Gorsuch,
2017-04-10 15:54:52,Happy Passover,
2017-04-10 15:54:52,Emiliano Zapata,
2017-04-10 15:54:52,Sheherazade,
2017-04-10 15:54:52,Taika Waititi,
2017-04-10 15:54:52,#mondaymotivation,107470
2017-04-10 15:54:52,#PascoaLuanCacauShowDia10,18606
2017-04-10 15:54:52,#10Abr,53944
2017-04-10 15:54:52,#KXIPvRCB,11925
2017-04-10 15:54:52,#EmilhaoNoInstagram,22121
2017-04-10 15:54:52,#Sense8,
2017-04-10 15:54:52,#ConflictoDocente,
2017-04-10 15:54:52,#EnVacacionesNadie,
2017-04-10 15:54:52,#CiteCommeMacron,
2017-04-10 15:54:52,#KulbhushanJadhav,11879
2017-04-10 15:54:52,#SometimesILieAwake,
2017-04-10 15:54:52,#BunnySchmovies,
2017-04-10 15:54:52,#Consip,
2017-04-10 15:54:52,#zeronosyo,14806
2017-04-10 15:54:52,#RealTalkWithAnele,
2017-04-10 15:54:52,#2020dontbelate,
2017-04-10 15:54:52,#DTBYPagIwas,259965
2017-04-10 15:54:52,#HoyTodoMenos,
2017-04-10 15:54:52,#SegundaDetremuraSDV,10447
2017-04-10 16:04:43,#ThorRagnarok,143851
2017-04-10 16:04:43,#NationalSiblingsDay,33102
2017-04-10 16:04:43,Enem,61838
2017-04-10 16:04:43,United,458233
2017-04-10 16:04:43,#BBMAs,123848
2017-04-10 16:04:43,#FelizLunes,42756
2017-04-10 16:04:43,Tony Adams,14093
2017-04-10 16:04:43,Ricardo Lagos,13273
2017-04-10 16:04:43,Grassi,11973
2017-04-10 16:04:43,R$82,00,11964
2017-04-10 16:04:43,Happy Passover,
2017-04-10 16:04:43,Justice Gorsuch,
2017-04-10 16:04:43,Emiliano Zapata,
2017-04-10 16:04:43,Sheherazade,
2017-04-10 16:04:43,#mondaymotivation,109756
2017-04-10 16:04:43,#PascoaLuanCacauShowDia10,20269
2017-04-10 16:04:43,#KXIPvRCB,14069
2017-04-10 16:04:43,#10Abr,57068
2017-04-10 16:04:43,#EmilhaoNoInstagram,23319
2017-04-10 16:04:43,#Sense8,
2017-04-10 16:04:43,#ConflictoDocente,
2017-04-10 16:04:43,#EnVacacionesNadie,
2017-04-10 16:04:43,#CiteCommeMacron,
2017-04-10 16:04:43,#KulbhushanJadhav,12432
2017-04-10 16:04:43,#SometimesILieAwake,
2017-04-10 16:04:43,#BunnySchmovies,
2017-04-10 16:04:43,#zeronosyo,16353
2017-04-10 16:04:43,#Consip,
2017-04-10 16:04:43,#NationalLibraryWeek,
2017-04-10 16:04:43,#RealTalkWithAnele,
2017-04-10 16:04:43,#HoyTodoMenos,
2017-04-10 16:04:43,#2020dontbelate,
2017-04-10 16:04:43,#FoireduTrone,
2017-04-10 16:14:56,#ThorRagnarok,150365
2017-04-10 16:14:56,#NationalSiblingsDay,35962
2017-04-10 16:14:56,Enem,65899
2017-04-10 16:14:56,United,485034
2017-04-10 16:14:56,#BBMAs,130363
2017-04-10 16:14:56,#FelizLunes,43769
2017-04-10 16:14:56,Tony Adams,14496
2017-04-10 16:14:56,Ricardo Lagos,13528
2017-04-10 16:14:56,Grassi,12267
2017-04-10 16:14:56,R$82,00,13181
2017-04-10 16:14:56,Happy Passover,
2017-04-10 16:14:56,Emiliano Zapata,
2017-04-10 16:14:56,Justice Gorsuch,
2017-04-10 16:14:56,Sheherazade,
2017-04-10 16:14:56,#KXIPvRCB,18085
2017-04-10 16:14:56,#mondaymotivation,111916
2017-04-10 16:14:56,#PascoaLuanCacauShowDia10,21855
2017-04-10 16:14:56,#10Abr,60705
2017-04-10 16:14:56,#Sense8,
2017-04-10 16:14:56,#EmilhaoNoInstagram,24054
2017-04-10 16:14:56,#ConflictoDocente,
2017-04-10 16:14:56,#EnVacacionesNadie,
2017-04-10 16:14:56,#CiteCommeMacron,
2017-04-10 16:14:56,#KulbhushanJadhav,12981
2017-04-10 16:14:56,#NationalLibraryWeek,
2017-04-10 16:14:56,#Consip,
2017-04-10 16:14:56,#SometimesILieAwake,
2017-04-10 16:14:56,#BunnySchmovies,
2017-04-10 16:14:56,#zeronosyo,16651
2017-04-10 16:14:56,#HoyTodoMenos,
2017-04-10 16:14:56,#RealTalkWithAnele,
2017-04-10 16:14:56,#FoireduTrone,
2017-04-10 16:14:56,#2020dontbelate,
2017-04-10 16:24:58,#ThorRagnarok,156345
2017-04-10 16:24:58,#NationalSiblingsDay,38497
2017-04-10 16:24:58,United,512743
2017-04-10 16:24:58,Enem,69910
2017-04-10 16:24:58,#BBMAs,136127
2017-04-10 16:24:58,#FelizLunes,44706
2017-04-10 16:24:58,Tony Adams,14668
2017-04-10 16:24:58,Ricardo Lagos,13648
2017-04-10 16:24:58,R$82,00,14379
2017-04-10 16:24:58,Grassi,12488
2017-04-10 16:24:58,Happy Passover,
2017-04-10 16:24:58,Emiliano Zapata,
2017-04-10 16:24:58,Justice Gorsuch,
2017-04-10 16:24:58,Sheherazade,
2017-04-10 16:24:58,#KXIPvRCB,21040
2017-04-10 16:24:58,#PascoaLuanCacauShowDia10,23351
2017-04-10 16:24:58,#mondaymotivation,113811
2017-04-10 16:24:58,#10Abr,64613
2017-04-10 16:24:58,#Sense8,
2017-04-10 16:24:58,#ConflictoDocente,
2017-04-10 16:24:58,#EmilhaoNoInstagram,25107
2017-04-10 16:24:58,#EnVacacionesNadie,
2017-04-10 16:24:58,#CiteCommeMacron,
2017-04-10 16:24:58,#KulbhushanJadhav,13508
2017-04-10 16:24:58,#NationalLibraryWeek,
2017-04-10 16:24:58,#Consip,
2017-04-10 16:24:58,#BunnySchmovies,
2017-04-10 16:24:58,#SometimesILieAwake,
2017-04-10 16:24:58,#zeronosyo,16828
2017-04-10 16:24:58,#HoyTodoMenos,
2017-04-10 16:24:58,#FoireduTrone,
2017-04-10 16:24:58,#RealTalkWithAnele,
2017-04-10 16:24:58,#2020dontbelate,
2017-04-10 16:24:58,#DefensemBCN,
2017-04-10 16:34:54,#ThorRagnarok,162319
2017-04-10 16:34:54,#NationalSiblingsDay,40954
2017-04-10 16:34:54,United,543505
2017-04-10 16:34:54,Enem,74230
2017-04-10 16:34:54,#BBMAs,141640
2017-04-10 16:34:54,#FelizLunes,45585
2017-04-10 16:34:54,Tony Adams,14988
2017-04-10 16:34:54,Ricardo Lagos,13776
2017-04-10 16:34:54,R$82,00,15896
2017-04-10 16:34:54,Happy Passover,
2017-04-10 16:34:54,Grassi,12745
2017-04-10 16:34:54,Emiliano Zapata,
2017-04-10 16:34:54,Willie Desjardins,
2017-04-10 16:34:54,Justice Gorsuch,
2017-04-10 16:34:54,Sheherazade,
2017-04-10 16:34:54,#KXIPvRCB,22516
2017-04-10 16:34:54,#PascoaLuanCacauShowDia10,25003
2017-04-10 16:34:54,#mondaymotivation,115602
2017-04-10 16:34:54,#10Abr,69175
2017-04-10 16:34:54,#Sense8,
2017-04-10 16:34:54,#ConflictoDocente,
2017-04-10 16:34:54,#EmilhaoNoInstagram,26108
2017-04-10 16:34:54,#EnVacacionesNadie,
2017-04-10 16:34:54,#CiteCommeMacron,
2017-04-10 16:34:54,#NationalLibraryWeek,
2017-04-10 16:34:54,#KulbhushanJadhav,14168
2017-04-10 16:34:54,#Consip,
2017-04-10 16:34:54,#BunnySchmovies,
2017-04-10 16:34:54,#SometimesILieAwake,
2017-04-10 16:34:54,#FoireduTrone,
2017-04-10 16:34:54,#zeronosyo,16910
2017-04-10 16:34:54,#HoyTodoMenos,
2017-04-10 16:44:59,#ThorRagnarok,168330
2017-04-10 16:44:59,#NationalSiblingsDay,43924
2017-04-10 16:44:59,United,577728
2017-04-10 16:44:59,Enem,78081
2017-04-10 16:44:59,#BBMAs,147019
2017-04-10 16:44:59,#FelizLunes,46506
2017-04-10 16:44:59,R$82,00,17282
2017-04-10 16:44:59,Ricardo Lagos,13899
2017-04-10 16:44:59,Tony Adams,15260
2017-04-10 16:44:59,Happy Passover,
2017-04-10 16:44:59,Grassi,13018
2017-04-10 16:44:59,Emiliano Zapata,
2017-04-10 16:44:59,Willie Desjardins,
2017-04-10 16:44:59,Led Zeppelin,
2017-04-10 16:44:59,Sheherazade,
2017-04-10 16:44:59,#KXIPvRCB,23751
2017-04-10 16:44:59,#PascoaLuanCacauShowDia10,27487
2017-04-10 16:44:59,#mondaymotivation,117277
2017-04-10 16:44:59,#10Abr,74410
2017-04-10 16:44:59,#ConflictoDocente,
2017-04-10 16:44:59,#Sense8,10235
2017-04-10 16:44:59,#EmilhaoNoInstagram,26790
2017-04-10 16:44:59,#EnVacacionesNadie,
2017-04-10 16:44:59,#NationalLibraryWeek,
2017-04-10 16:44:59,#CiteCommeMacron,
2017-04-10 16:44:59,#Consip,
2017-04-10 16:44:59,#KulbhushanJadhav,14674
2017-04-10 16:44:59,#FoireduTrone,
2017-04-10 16:44:59,#BunnySchmovies,
2017-04-10 16:44:59,#SometimesILieAwake,
2017-04-10 16:44:59,#HoyTodoMenos,
2017-04-10 16:54:54,#ThorRagnarok,173334
2017-04-10 16:54:54,#NationalSiblingsDay,46705
2017-04-10 16:54:54,United,610571
2017-04-10 16:54:54,Enem,82088
2017-04-10 16:54:54,#BBMAs,152288
2017-04-10 16:54:54,#FelizLunes,47453
2017-04-10 16:54:54,R$82,00,18637
2017-04-10 16:54:54,Happy Passover,
2017-04-10 16:54:54,Ricardo Lagos,14055
2017-04-10 16:54:54,Tony Adams,15551
2017-04-10 16:54:54,Grassi,13256
2017-04-10 16:54:54,Willie Desjardins,
2017-04-10 16:54:54,Emiliano Zapata,
2017-04-10 16:54:54,Sheherazade,
2017-04-10 16:54:54,#KXIPvRCB,24869
2017-04-10 16:54:54,#PascoaLuanCacauShowDia10,30710
2017-04-10 16:54:54,#10Abr,79823
2017-04-10 16:54:54,#mondaymotivation,119139
2017-04-10 16:54:54,#ConflictoDocente,
2017-04-10 16:54:54,#Sense8,10725
2017-04-10 16:54:54,#EmilhaoNoInstagram,27234
2017-04-10 16:54:54,#EnVacacionesNadie,
2017-04-10 16:54:54,#NationalLibraryWeek,
2017-04-10 16:54:54,#CiteCommeMacron,
2017-04-10 16:54:54,#Consip,
2017-04-10 16:54:54,#KulbhushanJadhav,15132
2017-04-10 16:54:54,#FoireduTrone,
2017-04-10 16:54:54,#SometimesILieAwake,
2017-04-10 16:54:54,#HoyTodoMenos,
2017-04-10 17:04:51,#ThorRagnarok,178594
2017-04-10 17:04:51,#NationalSiblingsDay,49554
2017-04-10 17:04:51,United,633052
2017-04-10 17:04:51,Enem,85915
2017-04-10 17:04:51,#BBMAs,156430
2017-04-10 17:04:51,#FelizLunes,48250
2017-04-10 17:04:51,R$82,00,20016
2017-04-10 17:04:51,Happy Passover,
2017-04-10 17:04:51,Ricardo Lagos,14088
2017-04-10 17:04:51,Tony Adams,15886
2017-04-10 17:04:51,Willie Desjardins,
2017-04-10 17:04:51,Margarita Isabel,
2017-04-10 17:04:51,Grassi,13308
2017-04-10 17:04:51,Emiliano Zapata,
2017-04-10 17:04:51,#PascoaLuanCacauShowDia10,33888
2017-04-10 17:04:51,#KXIPvRCB,25875
2017-04-10 17:04:51,#10Abr,85120
2017-04-10 17:04:51,#mondaymotivation,120979
2017-04-10 17:04:51,#ConflictoDocente,
2017-04-10 17:04:51,#Sense8,11085
2017-04-10 17:04:51,#EmilhaoNoInstagram,27647
2017-04-10 17:04:51,#EnVacacionesNadie,
2017-04-10 17:04:51,#NationalLibraryWeek,
2017-04-10 17:04:51,#Consip,
2017-04-10 17:04:51,#CiteCommeMacron,
2017-04-10 17:04:51,#KulbhushanJadhav,15624
2017-04-10 17:04:51,#AtlEnHoy,
2017-04-10 17:04:51,#FoireduTrone,
2017-04-10 17:14:57,#ThorRagnarok,183439
2017-04-10 17:14:57,#NationalSiblingsDay,52644
2017-04-10 17:14:57,United,665243
2017-04-10 17:14:57,Enem,89719
2017-04-10 17:14:57,#BBMAs,162193
2017-04-10 17:14:57,#PascoaLuanCacauShowDia10,36560
2017-04-10 17:14:57,R$82,00,21491
2017-04-10 17:14:57,Happy Passover,
2017-04-10 17:14:57,Ricardo Lagos,14210
2017-04-10 17:14:57,Margarita Isabel,
2017-04-10 17:14:57,Willie Desjardins,
2017-04-10 17:14:57,Tony Adams,16146
2017-04-10 17:14:57,Camp Rock 3,
2017-04-10 17:14:57,#FelizLunes,49157
2017-04-10 17:14:57,#KXIPvRCB,26808
2017-04-10 17:14:57,#10Abr,90499
2017-04-10 17:14:57,#mondaymotivation,122753
2017-04-10 17:14:57,#ConflictoDocente,
2017-04-10 17:14:57,#Sense8,11456
2017-04-10 17:14:57,#EnVacacionesNadie,
2017-04-10 17:14:57,#NationalLibraryWeek,
2017-04-10 17:14:57,#EmilhaoNoInstagram,27996
2017-04-10 17:14:57,#Consip,
2017-04-10 17:14:57,#CiteCommeMacron,
2017-04-10 17:14:57,#350ContraLaDictadura,
2017-04-10 17:14:57,#FoireduTrone,
2017-04-10 17:14:57,#KulbhushanJadhav,16101
2017-04-10 17:14:57,#AtlEnHoy,
2017-04-10 17:25:01,#ThorRagnarok,188236
2017-04-10 17:25:01,#NationalSiblingsDay,55566
2017-04-10 17:25:01,United,697694
2017-04-10 17:25:01,Enem,93043
2017-04-10 17:25:01,#BBMAs,167365
2017-04-10 17:25:01,#KXIPvRCB,27824
2017-04-10 17:25:01,R$82,00,22762
2017-04-10 17:25:01,Happy Passover,
2017-04-10 17:25:01,Margarita Isabel,
2017-04-10 17:25:01,Ricardo Lagos,14378
2017-04-10 17:25:01,El Rosal,15423
2017-04-10 17:25:01,Willie Desjardins,
2017-04-10 17:25:01,Tony Adams,16450
2017-04-10 17:25:01,Camp Rock 3,
2017-04-10 17:25:01,#PascoaLuanCacauShowDia10,38908
2017-04-10 17:25:01,#FelizLunes,49929
2017-04-10 17:25:01,#10Abr,95140
2017-04-10 17:25:01,#mondaymotivation,124670
2017-04-10 17:25:01,#ConflictoDocente,
2017-04-10 17:25:01,#Sense8,11810
2017-04-10 17:25:01,#EnVacacionesNadie,
2017-04-10 17:25:01,#NationalLibraryWeek,
2017-04-10 17:25:01,#EmilhaoNoInstagram,28338
2017-04-10 17:25:01,#Consip,
2017-04-10 17:25:01,#CiteCommeMacron,
2017-04-10 17:25:01,#CamOnSeventeen,
2017-04-10 17:25:01,#FoireduTrone,
2017-04-10 17:34:56,#ThorRagnarok,192619
2017-04-10 17:34:56,#NationalSiblingsDay,58515
2017-04-10 17:34:56,United,729781
2017-04-10 17:34:56,Enem,96105
2017-04-10 17:34:56,#BBMAs,172311
2017-04-10 17:34:56,#KXIPvRCB,29183
2017-04-10 17:34:56,R$82,00,23854
2017-04-10 17:34:56,Margarita Isabel,
2017-04-10 17:34:56,El Rosal,17737
2017-04-10 17:34:56,Happy Passover,
2017-04-10 17:34:56,Camp Rock 3,
2017-04-10 17:34:56,Ricardo Lagos,14573
2017-04-10 17:34:56,Willie Desjardins,
2017-04-10 17:34:56,#PascoaLuanCacauShowDia10,41291
2017-04-10 17:34:56,#10Abr,99949
2017-04-10 17:34:56,#FelizLunes,50666
2017-04-10 17:34:56,#mondaymotivation,126487
2017-04-10 17:34:56,#ConflictoDocente,
2017-04-10 17:34:56,#CamOnSeventeen,
2017-04-10 17:34:56,#Sense8,12096
2017-04-10 17:34:56,#EnVacacionesNadie,
2017-04-10 17:34:56,#NationalLibraryWeek,
2017-04-10 17:34:56,#EmilhaoNoInstagram,28700
2017-04-10 17:34:56,#Consip,
2017-04-10 17:34:56,#CiteCommeMacron,
2017-04-10 17:34:56,#90MinutosFOX,
2017-04-10 17:34:56,#FoireduTrone,
2017-04-10 17:34:56,#AndNowItWontStop,
2017-04-10 17:44:55,#ThorRagnarok,196640
2017-04-10 17:44:55,#NationalSiblingsDay,61445
2017-04-10 17:44:55,United,761242
2017-04-10 17:44:55,Enem,99251
2017-04-10 17:44:55,#BBMAs,177133
2017-04-10 17:44:55,#KXIPvRCB,30029
2017-04-10 17:44:55,R$82,00,25089
2017-04-10 17:44:55,El Rosal,20451
2017-04-10 17:44:55,Margarita Isabel,
2017-04-10 17:44:55,Camp Rock 3,10931
2017-04-10 17:44:55,Happy Passover,10097
2017-04-10 17:44:55,Ricardo Lagos,14757
2017-04-10 17:44:55,Willie Desjardins,
2017-04-10 17:44:55,#10Abr,105658
2017-04-10 17:44:55,#PascoaLuanCacauShowDia10,43895
2017-04-10 17:44:55,#FelizLunes,51518
2017-04-10 17:44:55,#mondaymotivation,128290
2017-04-10 17:44:55,#ConflictoDocente,10049
2017-04-10 17:44:55,#CamOnSeventeen,11238
2017-04-10 17:44:55,#EnVacacionesNadie,
2017-04-10 17:44:55,#Sense8,12373
2017-04-10 17:44:55,#NationalLibraryWeek,
2017-04-10 17:44:55,#Consip,
2017-04-10 17:44:55,#EmilhaoNoInstagram,29016
2017-04-10 17:44:55,#90MinutosFOX,
2017-04-10 17:44:55,#TekMilletEvet,
2017-04-10 17:44:55,#AndNowItWontStop,
2017-04-10 17:44:55,#FoireduTrone,
2017-04-10 17:44:55,#CiteCommeMacron,
2017-04-10 17:49:59,#ThorRagnarok,198498
2017-04-10 17:49:59,#NationalSiblingsDay,62936
2017-04-10 17:49:59,United,776591
2017-04-10 17:49:59,Enem,100732
2017-04-10 17:49:59,#BBMAs,179382
2017-04-10 17:49:59,#KXIPvRCB,30434
2017-04-10 17:49:59,R$82,00,25653
2017-04-10 17:49:59,Margarita Isabel,
2017-04-10 17:49:59,El Rosal,22173
2017-04-10 17:49:59,Camp Rock 3,11371
2017-04-10 17:49:59,Happy Passover,10269
2017-04-10 17:49:59,Ricardo Lagos,14840
2017-04-10 17:49:59,#10Abr,108402
2017-04-10 17:49:59,#PascoaLuanCacauShowDia10,44937
2017-04-10 17:49:59,#FelizLunes,51837
2017-04-10 17:49:59,#mondaymotivation,129243
2017-04-10 17:49:59,#ConflictoDocente,10368
2017-04-10 17:49:59,#CamOnSeventeen,11747
2017-04-10 17:49:59,#EnVacacionesNadie,
2017-04-10 17:49:59,#Sense8,12483
2017-04-10 17:49:59,#NationalLibraryWeek,
2017-04-10 17:49:59,#Consip,
2017-04-10 17:49:59,#TekMilletEvet,
2017-04-10 17:49:59,#EmilhaoNoInstagram,29149
2017-04-10 17:49:59,#90MinutosFOX,
2017-04-10 17:49:59,#AndNowItWontStop,
2017-04-10 17:49:59,#FoireduTrone,10196
2017-04-10 18:05:03,#ThorRagnarok,204360
2017-04-10 18:05:03,#NationalSiblingsDay,67713
2017-04-10 18:05:03,United,811889
2017-04-10 18:05:03,Enem,105121
2017-04-10 18:05:03,#BBMAs,184895
2017-04-10 18:05:03,#10Abr,117433
2017-04-10 18:05:03,R$82,00,27382
2017-04-10 18:05:03,El Rosal,27417
2017-04-10 18:05:03,Margarita Isabel,
2017-04-10 18:05:03,Camp Rock 3,12895
2017-04-10 18:05:03,Happy Passover,10742
2017-04-10 18:05:03,Dylann Roof,
2017-04-10 18:05:03,Semih Kaya,
2017-04-10 18:05:03,#KXIPvRCB,31042
2017-04-10 18:05:03,#PascoaLuanCacauShowDia10,47566
2017-04-10 18:05:03,#FelizLunes,52896
2017-04-10 18:05:03,#ConflictoDocente,11284
2017-04-10 18:05:03,#mondaymotivation,132039
2017-04-10 18:05:03,#CamOnSeventeen,12592
2017-04-10 18:05:03,#TekMilletEvet,10663
2017-04-10 18:05:03,#EnVacacionesNadie,
2017-04-10 18:05:03,#Sense8,12775
2017-04-10 18:05:03,#NationalLibraryWeek,
2017-04-10 18:05:03,#Consip,
2017-04-10 18:05:03,#EmilhaoNoInstagram,29617
2017-04-10 18:05:03,#FoireduTrone,11006
2017-04-10 18:05:03,#AndNowItWontStop,
2017-04-10 18:14:57,#NationalSiblingsDay,70830
2017-04-10 18:14:57,#ThorRagnarok,208027
2017-04-10 18:14:57,United,841629
2017-04-10 18:14:57,Enem,107926
2017-04-10 18:14:57,San Bernardino,23190
2017-04-10 18:14:57,#BBMAs,188683
2017-04-10 18:14:57,#10Abr,123078
2017-04-10 18:14:57,R$82,00,28353
2017-04-10 18:14:57,El Rosal,30247
2017-04-10 18:14:57,Margarita Isabel,
2017-04-10 18:14:57,Camp Rock 3,13755
2017-04-10 18:14:57,Semih Kaya,
2017-04-10 18:14:57,Happy Passover,10941
2017-04-10 18:14:57,#KXIPvRCB,31508
2017-04-10 18:14:57,#PascoaLuanCacauShowDia10,49076
2017-04-10 18:14:57,#FelizLunes,53553
2017-04-10 18:14:57,#ConflictoDocente,11936
2017-04-10 18:14:57,#TekMilletEvet,13870
2017-04-10 18:14:57,#CamOnSeventeen,13991
2017-04-10 18:14:57,#EnVacacionesNadie,
2017-04-10 18:14:57,#NationalLibraryWeek,
2017-04-10 18:14:57,#Sense8,12994
2017-04-10 18:14:57,#Consip,
2017-04-10 18:14:57,#EmilhaoNoInstagram,29876
2017-04-10 18:14:57,#FoireduTrone,11649
2017-04-10 18:14:57,#AndNowItWontStop,
2017-04-10 18:25:06,#NationalSiblingsDay,73919
2017-04-10 18:25:06,#ThorRagnarok,211452
2017-04-10 18:25:06,San Bernardino,39396
2017-04-10 18:25:06,United,870190
2017-04-10 18:25:06,Enem,110660
2017-04-10 18:25:06,#BBMAs,201839
2017-04-10 18:25:06,#10Abr,128763
2017-04-10 18:25:06,R$82,00,29320
2017-04-10 18:25:06,El Rosal,32931
2017-04-10 18:25:06,Camp Rock 3,14725
2017-04-10 18:25:06,Margarita Isabel,
2017-04-10 18:25:06,Semih Kaya,
2017-04-10 18:25:06,Happy Passover,11132
2017-04-10 18:25:06,#KXIPvRCB,31899
2017-04-10 18:25:06,#PascoaLuanCacauShowDia10,50546
2017-04-10 18:25:06,#FelizLunes,54191
2017-04-10 18:25:06,#ConflictoDocente,12657
2017-04-10 18:25:06,#TekMilletEvet,17622
2017-04-10 18:25:06,#CamOnSeventeen,15174
2017-04-10 18:25:06,#EnVacacionesNadie,
2017-04-10 18:25:06,#NationalLibraryWeek,
2017-04-10 18:25:06,#Sense8,13158
2017-04-10 18:25:06,#Consip,
2017-04-10 18:25:06,#BrokenVows,
2017-04-10 18:25:06,#FoireduTrone,12207
2017-04-10 18:25:06,#MusicMonday,
2017-04-10 18:34:55,San Bernardino,53453
2017-04-10 18:34:55,#NationalSiblingsDay,76794
2017-04-10 18:34:55,#ThorRagnarok,214588
2017-04-10 18:34:55,United,897235
2017-04-10 18:34:55,Enem,113141
2017-04-10 18:34:55,#BBMAs,209870
2017-04-10 18:34:55,#10Abr,134216
2017-04-10 18:34:55,R$82,00,30267
2017-04-10 18:34:55,El Rosal,35395
2017-04-10 18:34:55,Camp Rock 3,15697
2017-04-10 18:34:55,Semih Kaya,
2017-04-10 18:34:55,Mundial 2026,
2017-04-10 18:34:55,Margarita Isabel,
2017-04-10 18:34:55,2026 World Cup,
2017-04-10 18:34:55,Happy Passover,11388
2017-04-10 18:34:55,#PascoaLuanCacauShowDia10,51833
2017-04-10 18:34:55,#KXIPvRCB,32157
2017-04-10 18:34:55,#FelizLunes,54895
2017-04-10 18:34:55,#TekMilletEvet,20327
2017-04-10 18:34:55,#ConflictoDocente,13288
2017-04-10 18:34:55,#CamOnSeventeen,15663
2017-04-10 18:34:55,#EnVacacionesNadie,
2017-04-10 18:34:55,#NationalLibraryWeek,
2017-04-10 18:34:55,#BrokenVows,
2017-04-10 18:34:55,#Sense8,13315
2017-04-10 18:34:55,#Consip,
2017-04-10 18:34:55,#MusicMonday,
2017-04-10 18:34:55,#FoireduTrone,12770
2017-04-10 18:45:02,San Bernardino,66510
2017-04-10 18:45:02,#NationalSiblingsDay,79758
2017-04-10 18:45:02,#ThorRagnarok,216862
2017-04-10 18:45:02,United,925318
2017-04-10 18:45:02,Enem,115619
2017-04-10 18:45:02,#BBMAs,216871
2017-04-10 18:45:02,#10Abr,140291
2017-04-10 18:45:02,Mundial 2026,
2017-04-10 18:45:02,R$82,00,31224
2017-04-10 18:45:02,El Rosal,39052
2017-04-10 18:45:02,Camp Rock 3,16647
2017-04-10 18:45:02,2026 World Cup,
2017-04-10 18:45:02,Semih Kaya,
2017-04-10 18:45:02,Margarita Isabel,
2017-04-10 18:45:02,Claudio Ranieri,
